id_str,hs_beto
1754649980285952376,"[{'label': 'LABEL_0', 'score': 0.9995744824409485}]"
1754637550013096411,"[{'label': 'LABEL_0', 'score': 0.9623110890388489}]"
1754633266827510200,"[{'label': 'LABEL_0', 'score': 0.9998338222503662}]"
1754632834055016746,"[{'label': 'LABEL_0', 'score': 0.9981245398521423}]"
1754631523427344525,"[{'label': 'LABEL_0', 'score': 0.9998204112052917}]"
1754631435770569160,"[{'label': 'LABEL_1', 'score': 0.9917581677436829}]"
1754630026819997978,"[{'label': 'LABEL_0', 'score': 0.8736744523048401}]"
1754629769176465835,"[{'label': 'LABEL_0', 'score': 0.9999023675918579}]"
1754624556810031588,"[{'label': 'LABEL_0', 'score': 0.9998183846473694}]"
1754622568777101706,"[{'label': 'LABEL_1', 'score': 0.9922109842300415}]"
1754621322825548076,"[{'label': 'LABEL_0', 'score': 0.9990474581718445}]"
1754620616294986083,"[{'label': 'LABEL_0', 'score': 0.9998916387557983}]"
1754620535319691489,"[{'label': 'LABEL_0', 'score': 0.9962253570556641}]"
1754620080686563764,"[{'label': 'LABEL_0', 'score': 0.9999191761016846}]"
1754615535742902409,"[{'label': 'LABEL_0', 'score': 0.9999446868896484}]"
1754615255517352202,"[{'label': 'LABEL_0', 'score': 0.9999086856842041}]"
1754609675033628845,"[{'label': 'LABEL_0', 'score': 0.9999130964279175}]"
1754605812637393152,"[{'label': 'LABEL_0', 'score': 0.9997963309288025}]"
1754605684958642199,"[{'label': 'LABEL_0', 'score': 0.9994786381721497}]"
1754602968345645412,"[{'label': 'LABEL_1', 'score': 0.9989467263221741}]"
1754598382616686802,"[{'label': 'LABEL_1', 'score': 0.9998353719711304}]"
1754596017008218308,"[{'label': 'LABEL_0', 'score': 0.9998131394386292}]"
1754594655956574481,"[{'label': 'LABEL_0', 'score': 0.9993836879730225}]"
1754591312236400820,"[{'label': 'LABEL_0', 'score': 0.999757707118988}]"
1754590175471005792,"[{'label': 'LABEL_0', 'score': 0.9998934268951416}]"
1754586836012290385,"[{'label': 'LABEL_1', 'score': 0.9993603825569153}]"
1754584908872217085,"[{'label': 'LABEL_0', 'score': 0.9992069602012634}]"
1754567318892376225,"[{'label': 'LABEL_0', 'score': 0.9998899698257446}]"
1754560412920504697,"[{'label': 'LABEL_0', 'score': 0.9998045563697815}]"
1754220962294235497,"[{'label': 'LABEL_0', 'score': 0.9998762607574463}]"
1754554119564501070,"[{'label': 'LABEL_0', 'score': 0.9991881251335144}]"
1754553818350538903,"[{'label': 'LABEL_0', 'score': 0.9859806299209595}]"
1754550997588832716,"[{'label': 'LABEL_1', 'score': 0.9997774958610535}]"
1754548736770834532,"[{'label': 'LABEL_0', 'score': 0.9998472929000854}]"
1754546643968377316,"[{'label': 'LABEL_0', 'score': 0.9990863800048828}]"
1754539690282172767,"[{'label': 'LABEL_0', 'score': 0.9972392320632935}]"
1754538906727350608,"[{'label': 'LABEL_0', 'score': 0.9999120235443115}]"
1754538567211061424,"[{'label': 'LABEL_1', 'score': 0.9968546032905579}]"
1754538473225060568,"[{'label': 'LABEL_0', 'score': 0.9991164803504944}]"
1754538084639625256,"[{'label': 'LABEL_1', 'score': 0.9951227307319641}]"
1754535960459522211,"[{'label': 'LABEL_0', 'score': 0.9999037981033325}]"
1754533824195645584,"[{'label': 'LABEL_0', 'score': 0.9993574023246765}]"
1754530024965742614,"[{'label': 'LABEL_0', 'score': 0.976581871509552}]"
1754524741283553409,"[{'label': 'LABEL_0', 'score': 0.9997623562812805}]"
1754523348816511352,"[{'label': 'LABEL_0', 'score': 0.9979939460754395}]"
1754523122991034489,"[{'label': 'LABEL_0', 'score': 0.9980338215827942}]"
1754515108628230491,"[{'label': 'LABEL_0', 'score': 0.9980231523513794}]"
1754507451741704305,"[{'label': 'LABEL_0', 'score': 0.9999306201934814}]"
1754507033720566072,"[{'label': 'LABEL_0', 'score': 0.9995366334915161}]"
1754502790888517895,"[{'label': 'LABEL_0', 'score': 0.9998043179512024}]"
1754499475773464873,"[{'label': 'LABEL_0', 'score': 0.9996448755264282}]"
1754496368003932380,"[{'label': 'LABEL_0', 'score': 0.9998698234558105}]"
1758161837189738992,"[{'label': 'LABEL_0', 'score': 0.9968816041946411}]"
1758151030926135336,"[{'label': 'LABEL_0', 'score': 0.9999159574508667}]"
1758144055853076655,"[{'label': 'LABEL_1', 'score': 0.9997929930686951}]"
1758139949415587942,"[{'label': 'LABEL_0', 'score': 0.9999376535415649}]"
1758136362111492244,"[{'label': 'LABEL_0', 'score': 0.9998316764831543}]"
1758092662123503896,"[{'label': 'LABEL_0', 'score': 0.9996671676635742}]"
1758091725719973962,"[{'label': 'LABEL_1', 'score': 0.999423623085022}]"
1758088637642580362,"[{'label': 'LABEL_0', 'score': 0.74574214220047}]"
1757989991383216134,"[{'label': 'LABEL_0', 'score': 0.9999179840087891}]"
1757967680097619998,"[{'label': 'LABEL_0', 'score': 0.9997466206550598}]"
1757964222359626196,"[{'label': 'LABEL_1', 'score': 0.9996719360351562}]"
1757963239118303418,"[{'label': 'LABEL_0', 'score': 0.9999197721481323}]"
1757934635357532573,"[{'label': 'LABEL_0', 'score': 0.9998230338096619}]"
1757926075626115296,"[{'label': 'LABEL_0', 'score': 0.9999227523803711}]"
1757925789620736441,"[{'label': 'LABEL_0', 'score': 0.9998928308486938}]"
1757920381929935239,"[{'label': 'LABEL_1', 'score': 0.9993288516998291}]"
1757917210352427375,"[{'label': 'LABEL_0', 'score': 0.9998714923858643}]"
1757903793067302937,"[{'label': 'LABEL_0', 'score': 0.9998730421066284}]"
1757884698250858799,"[{'label': 'LABEL_0', 'score': 0.9989138841629028}]"
1757881594730221846,"[{'label': 'LABEL_0', 'score': 0.9969272017478943}]"
1757872716915298387,"[{'label': 'LABEL_1', 'score': 0.9682123064994812}]"
1757867030781300948,"[{'label': 'LABEL_1', 'score': 0.9990087747573853}]"
1757857309961687351,"[{'label': 'LABEL_0', 'score': 0.999922513961792}]"
1757844752110673940,"[{'label': 'LABEL_1', 'score': 0.7787377238273621}]"
1757838575570133458,"[{'label': 'LABEL_0', 'score': 0.9993265867233276}]"
1757814911294460268,"[{'label': 'LABEL_0', 'score': 0.9998965263366699}]"
1757798840680292829,"[{'label': 'LABEL_0', 'score': 0.9858760237693787}]"
1757798521065857191,"[{'label': 'LABEL_0', 'score': 0.9022470116615295}]"
1757753935379530113,"[{'label': 'LABEL_1', 'score': 0.9998881816864014}]"
1757667951027642843,"[{'label': 'LABEL_0', 'score': 0.9987471103668213}]"
1757660332351168740,"[{'label': 'LABEL_0', 'score': 0.9999275207519531}]"
1757589577835934200,"[{'label': 'LABEL_0', 'score': 0.9998680353164673}]"
1757570618805911652,"[{'label': 'LABEL_0', 'score': 0.9959954023361206}]"
1757530446424948863,"[{'label': 'LABEL_0', 'score': 0.999924898147583}]"
1757528985204838458,"[{'label': 'LABEL_1', 'score': 0.9993539452552795}]"
1757510062837211506,"[{'label': 'LABEL_0', 'score': 0.9999358654022217}]"
1757507829982724289,"[{'label': 'LABEL_0', 'score': 0.9997251629829407}]"
1757506756484178413,"[{'label': 'LABEL_0', 'score': 0.9995517134666443}]"
1757741962151547221,"[{'label': 'LABEL_0', 'score': 0.9998513460159302}]"
1757456415403237884,"[{'label': 'LABEL_0', 'score': 0.9999363422393799}]"
1757255407746113536,"[{'label': 'LABEL_0', 'score': 0.9998180270195007}]"
1757455886807625728,"[{'label': 'LABEL_1', 'score': 0.9996142387390137}]"
1757440547726242242,"[{'label': 'LABEL_1', 'score': 0.9902787804603577}]"
1757406829900857539,"[{'label': 'LABEL_1', 'score': 0.9992152452468872}]"
1757394211245080731,"[{'label': 'LABEL_1', 'score': 0.9998965263366699}]"
1757389085331648921,"[{'label': 'LABEL_0', 'score': 0.9999154806137085}]"
1757373624120414587,"[{'label': 'LABEL_0', 'score': 0.998839795589447}]"
1757251684911202386,"[{'label': 'LABEL_1', 'score': 0.9995787739753723}]"
1757241348523004359,"[{'label': 'LABEL_1', 'score': 0.9989607334136963}]"
1757237781208711255,"[{'label': 'LABEL_0', 'score': 0.9997300505638123}]"
1757214235925377261,"[{'label': 'LABEL_0', 'score': 0.9999300241470337}]"
1757188575597150692,"[{'label': 'LABEL_1', 'score': 0.9998165965080261}]"
1757182587796172902,"[{'label': 'LABEL_1', 'score': 0.9966026544570923}]"
1757171342544150960,"[{'label': 'LABEL_0', 'score': 0.9999241828918457}]"
1757157961040867411,"[{'label': 'LABEL_0', 'score': 0.9992290735244751}]"
1757152106455171540,"[{'label': 'LABEL_0', 'score': 0.9998699426651001}]"
1757133302924771728,"[{'label': 'LABEL_0', 'score': 0.9998819828033447}]"
1757115678060945790,"[{'label': 'LABEL_0', 'score': 0.9999085664749146}]"
1757099226771718311,"[{'label': 'LABEL_0', 'score': 0.9998445510864258}]"
1757094207519416565,"[{'label': 'LABEL_0', 'score': 0.9997658133506775}]"
1757086307547861104,"[{'label': 'LABEL_0', 'score': 0.9998552799224854}]"
1757074160172331190,"[{'label': 'LABEL_0', 'score': 0.9997137188911438}]"
1757067844435509261,"[{'label': 'LABEL_0', 'score': 0.9998898506164551}]"
1757046962883346862,"[{'label': 'LABEL_0', 'score': 0.9999051094055176}]"
1756977086542045243,"[{'label': 'LABEL_0', 'score': 0.9998632669448853}]"
1756964981784863169,"[{'label': 'LABEL_0', 'score': 0.9998224377632141}]"
1756951061779063279,"[{'label': 'LABEL_0', 'score': 0.9996514320373535}]"
1756943922901786973,"[{'label': 'LABEL_0', 'score': 0.9999092817306519}]"
1756938328094417274,"[{'label': 'LABEL_1', 'score': 0.9949988126754761}]"
1756903152283009119,"[{'label': 'LABEL_0', 'score': 0.9996076226234436}]"
1756885994731655243,"[{'label': 'LABEL_0', 'score': 0.9996213912963867}]"
1756871066717245452,"[{'label': 'LABEL_0', 'score': 0.9992592930793762}]"
1756855414577082817,"[{'label': 'LABEL_0', 'score': 0.9998403787612915}]"
1756841400287608872,"[{'label': 'LABEL_0', 'score': 0.9999175071716309}]"
1756840467700871668,"[{'label': 'LABEL_0', 'score': 0.999933123588562}]"
1756823465825374400,"[{'label': 'LABEL_0', 'score': 0.999811589717865}]"
1756817186474152221,"[{'label': 'LABEL_0', 'score': 0.9998687505722046}]"
1756789793948574127,"[{'label': 'LABEL_0', 'score': 0.9999123811721802}]"
1756789016375050570,"[{'label': 'LABEL_0', 'score': 0.9995450377464294}]"
1756775385222557777,"[{'label': 'LABEL_0', 'score': 0.9998562335968018}]"
1756752874812379560,"[{'label': 'LABEL_0', 'score': 0.6570081114768982}]"
1756750483539001837,"[{'label': 'LABEL_1', 'score': 0.8727983236312866}]"
1756721771804254392,"[{'label': 'LABEL_1', 'score': 0.7437505125999451}]"
1756712228022092234,"[{'label': 'LABEL_0', 'score': 0.5132426023483276}]"
1756706547877458364,"[{'label': 'LABEL_0', 'score': 0.9999258518218994}]"
1756702669085782235,"[{'label': 'LABEL_1', 'score': 0.9603418111801147}]"
1756668984378765687,"[{'label': 'LABEL_1', 'score': 0.9998683929443359}]"
1756621295263842443,"[{'label': 'LABEL_0', 'score': 0.9999163150787354}]"
1756591086246477873,"[{'label': 'LABEL_0', 'score': 0.9993459582328796}]"
1756313481521807565,"[{'label': 'LABEL_0', 'score': 0.9998825788497925}]"
1756553388739694695,"[{'label': 'LABEL_0', 'score': 0.9998995065689087}]"
1756549785962631350,"[{'label': 'LABEL_0', 'score': 0.9997894167900085}]"
1756538108999266317,"[{'label': 'LABEL_0', 'score': 0.9998492002487183}]"
1756512938309898383,"[{'label': 'LABEL_0', 'score': 0.9996683597564697}]"
1756479558977458280,"[{'label': 'LABEL_0', 'score': 0.9995934367179871}]"
1756478909137264874,"[{'label': 'LABEL_1', 'score': 0.9995145797729492}]"
1756466326929908094,"[{'label': 'LABEL_0', 'score': 0.9996262788772583}]"
1756432272071274556,"[{'label': 'LABEL_1', 'score': 0.9992177486419678}]"
1756415572525396065,"[{'label': 'LABEL_0', 'score': 0.9999473094940186}]"
1756413753921298698,"[{'label': 'LABEL_0', 'score': 0.9999080896377563}]"
1756409694665552077,"[{'label': 'LABEL_0', 'score': 0.9999251365661621}]"
1756400247721365799,"[{'label': 'LABEL_1', 'score': 0.9992305040359497}]"
1756392987662180746,"[{'label': 'LABEL_0', 'score': 0.9999101161956787}]"
1756390165004648455,"[{'label': 'LABEL_1', 'score': 0.7173751592636108}]"
1756356997178335295,"[{'label': 'LABEL_0', 'score': 0.9998024106025696}]"
1756356895521079410,"[{'label': 'LABEL_1', 'score': 0.9997321963310242}]"
1756355894730715390,"[{'label': 'LABEL_0', 'score': 0.9998831748962402}]"
1756350995292975501,"[{'label': 'LABEL_0', 'score': 0.9998940229415894}]"
1756344188126335263,"[{'label': 'LABEL_0', 'score': 0.999933123588562}]"
1756341369025520097,"[{'label': 'LABEL_1', 'score': 0.9720785021781921}]"
1756332993138811168,"[{'label': 'LABEL_0', 'score': 0.9998824596405029}]"
1756329619504935024,"[{'label': 'LABEL_1', 'score': 0.9998792409896851}]"
1756328697697615972,"[{'label': 'LABEL_0', 'score': 0.999698281288147}]"
1756199574421569679,"[{'label': 'LABEL_0', 'score': 0.9890936613082886}]"
1756199353230790985,"[{'label': 'LABEL_0', 'score': 0.9998613595962524}]"
1756198688261652516,"[{'label': 'LABEL_1', 'score': 0.9995118379592896}]"
1756144787936149969,"[{'label': 'LABEL_0', 'score': 0.9999113082885742}]"
1756119585386823782,"[{'label': 'LABEL_0', 'score': 0.9999216794967651}]"
1756101910191382920,"[{'label': 'LABEL_0', 'score': 0.9999109506607056}]"
1756100345522995319,"[{'label': 'LABEL_1', 'score': 0.9994662404060364}]"
1756092652590633291,"[{'label': 'LABEL_0', 'score': 0.9999386072158813}]"
1756083021520798019,"[{'label': 'LABEL_0', 'score': 0.9998918771743774}]"
1756078775006097562,"[{'label': 'LABEL_1', 'score': 0.9757229089736938}]"
1756051366865195268,"[{'label': 'LABEL_0', 'score': 0.9998929500579834}]"
1756048060436578492,"[{'label': 'LABEL_0', 'score': 0.999703586101532}]"
1756027049272127519,"[{'label': 'LABEL_1', 'score': 0.9994277358055115}]"
1756011730373620079,"[{'label': 'LABEL_0', 'score': 0.9999276399612427}]"
1756009441659347383,"[{'label': 'LABEL_0', 'score': 0.9999217987060547}]"
1756006974523630055,"[{'label': 'LABEL_0', 'score': 0.9836276769638062}]"
1756000205919400259,"[{'label': 'LABEL_0', 'score': 0.999725878238678}]"
1755997721742147803,"[{'label': 'LABEL_1', 'score': 0.9997676014900208}]"
1755984971238375432,"[{'label': 'LABEL_0', 'score': 0.9996140599250793}]"
1755973138897088744,"[{'label': 'LABEL_0', 'score': 0.9998340606689453}]"
1762176337211543593,"[{'label': 'LABEL_0', 'score': 0.999225378036499}]"
1762137378745917711,"[{'label': 'LABEL_0', 'score': 0.6861337423324585}]"
1762136713223107011,"[{'label': 'LABEL_0', 'score': 0.9996123909950256}]"
1762126908710441047,"[{'label': 'LABEL_0', 'score': 0.9996767044067383}]"
1762121145799586076,"[{'label': 'LABEL_1', 'score': 0.9993234872817993}]"
1762099486422090019,"[{'label': 'LABEL_0', 'score': 0.9998595714569092}]"
1762098279288889628,"[{'label': 'LABEL_1', 'score': 0.9993263483047485}]"
1762095060097572970,"[{'label': 'LABEL_0', 'score': 0.9997736811637878}]"
1761961898658971892,"[{'label': 'LABEL_1', 'score': 0.9992986917495728}]"
1761950735267156291,"[{'label': 'LABEL_0', 'score': 0.9976847171783447}]"
1761920973572280673,"[{'label': 'LABEL_0', 'score': 0.9998784065246582}]"
1761917634566635924,"[{'label': 'LABEL_0', 'score': 0.9998418092727661}]"
1761916400048750659,"[{'label': 'LABEL_0', 'score': 0.9979641437530518}]"
1761903766519857362,"[{'label': 'LABEL_0', 'score': 0.9991592168807983}]"
1761900850581057542,"[{'label': 'LABEL_0', 'score': 0.9998668432235718}]"
1761898144374165708,"[{'label': 'LABEL_0', 'score': 0.9998188614845276}]"
1761879620725493985,"[{'label': 'LABEL_0', 'score': 0.9999047517776489}]"
1761860723779465457,"[{'label': 'LABEL_1', 'score': 0.9991822838783264}]"
1761858896808063027,"[{'label': 'LABEL_1', 'score': 0.8718665242195129}]"
1761836803311751252,"[{'label': 'LABEL_0', 'score': 0.9997835755348206}]"
1761830220733026502,"[{'label': 'LABEL_0', 'score': 0.9998838901519775}]"
1761662861070201074,"[{'label': 'LABEL_0', 'score': 0.9996744394302368}]"
1761822013750919656,"[{'label': 'LABEL_0', 'score': 0.999911904335022}]"
1761820902990241845,"[{'label': 'LABEL_0', 'score': 0.9999387264251709}]"
1761808921495326984,"[{'label': 'LABEL_0', 'score': 0.9993059635162354}]"
1761805254834680016,"[{'label': 'LABEL_0', 'score': 0.9997811913490295}]"
1761796418795192635,"[{'label': 'LABEL_0', 'score': 0.9309950470924377}]"
1761795017142632803,"[{'label': 'LABEL_0', 'score': 0.9998830556869507}]"
1761789542695059768,"[{'label': 'LABEL_1', 'score': 0.9993733763694763}]"
1761786897636921739,"[{'label': 'LABEL_1', 'score': 0.986055850982666}]"
1761784154163658996,"[{'label': 'LABEL_0', 'score': 0.9999183416366577}]"
1761779830847103119,"[{'label': 'LABEL_1', 'score': 0.9997702240943909}]"
1761778005544718537,"[{'label': 'LABEL_0', 'score': 0.9997658133506775}]"
1761767646192648547,"[{'label': 'LABEL_1', 'score': 0.9996523857116699}]"
1761740929600250268,"[{'label': 'LABEL_0', 'score': 0.99988853931427}]"
1761582908211335173,"[{'label': 'LABEL_0', 'score': 0.9989606142044067}]"
1761562481216901435,"[{'label': 'LABEL_1', 'score': 0.9625120162963867}]"
1761553885234082057,"[{'label': 'LABEL_0', 'score': 0.9995148181915283}]"
1761547499758563741,"[{'label': 'LABEL_0', 'score': 0.9999170303344727}]"
1761541393980239991,"[{'label': 'LABEL_0', 'score': 0.9998375177383423}]"
1761530562114736278,"[{'label': 'LABEL_0', 'score': 0.9985706806182861}]"
1761522495721496928,"[{'label': 'LABEL_0', 'score': 0.9999078512191772}]"
1761507333958406184,"[{'label': 'LABEL_0', 'score': 0.999924898147583}]"
1761502919730323504,"[{'label': 'LABEL_1', 'score': 0.9994149208068848}]"
1761494623438975078,"[{'label': 'LABEL_1', 'score': 0.9994169473648071}]"
1761489860131733635,"[{'label': 'LABEL_0', 'score': 0.9994320273399353}]"
1761489791529505084,"[{'label': 'LABEL_0', 'score': 0.9998384714126587}]"
1761462898985988367,"[{'label': 'LABEL_0', 'score': 0.9999141693115234}]"
1761461620994150541,"[{'label': 'LABEL_0', 'score': 0.9998747110366821}]"
1761444704699191462,"[{'label': 'LABEL_1', 'score': 0.9991387128829956}]"
1761437634948104402,"[{'label': 'LABEL_0', 'score': 0.9995501637458801}]"
1761436865519895033,"[{'label': 'LABEL_0', 'score': 0.9995328187942505}]"
1761410802387411163,"[{'label': 'LABEL_0', 'score': 0.9997844099998474}]"
1761410593041342746,"[{'label': 'LABEL_0', 'score': 0.9992077946662903}]"
1761407996700053788,"[{'label': 'LABEL_1', 'score': 0.9993072748184204}]"
1761404770865057999,"[{'label': 'LABEL_0', 'score': 0.9998779296875}]"
1761397887336862184,"[{'label': 'LABEL_1', 'score': 0.9996778964996338}]"
1761386357115564350,"[{'label': 'LABEL_1', 'score': 0.9998862743377686}]"
1761384680580845783,"[{'label': 'LABEL_0', 'score': 0.9998878240585327}]"
1761379178148970558,"[{'label': 'LABEL_0', 'score': 0.9999054670333862}]"
1761359647582073330,"[{'label': 'LABEL_1', 'score': 0.999414324760437}]"
1761284092375523337,"[{'label': 'LABEL_0', 'score': 0.9998780488967896}]"
1761277148675936708,"[{'label': 'LABEL_0', 'score': 0.9999316930770874}]"
1761254687922061487,"[{'label': 'LABEL_1', 'score': 0.9990828037261963}]"
1761231422851792901,"[{'label': 'LABEL_1', 'score': 0.9996474981307983}]"
1761223736030626115,"[{'label': 'LABEL_0', 'score': 0.9998238682746887}]"
1761220971803885989,"[{'label': 'LABEL_0', 'score': 0.9994472861289978}]"
1761212367533117892,"[{'label': 'LABEL_1', 'score': 0.9914655089378357}]"
1761208860646215897,"[{'label': 'LABEL_1', 'score': 0.9985390901565552}]"
1761200576086647135,"[{'label': 'LABEL_0', 'score': 0.9998984336853027}]"
1761200575260041488,"[{'label': 'LABEL_0', 'score': 0.9998106360435486}]"
1761193199094104199,"[{'label': 'LABEL_0', 'score': 0.9963123202323914}]"
1761182736243442159,"[{'label': 'LABEL_0', 'score': 0.9998551607131958}]"
1761180187415175266,"[{'label': 'LABEL_1', 'score': 0.9994932413101196}]"
1761170342800756807,"[{'label': 'LABEL_0', 'score': 0.9999277591705322}]"
1761152202305945986,"[{'label': 'LABEL_0', 'score': 0.9998379945755005}]"
1761147283805016351,"[{'label': 'LABEL_0', 'score': 0.9963071346282959}]"
1761139840878354936,"[{'label': 'LABEL_0', 'score': 0.9998942613601685}]"
1761137647022428577,"[{'label': 'LABEL_1', 'score': 0.977663516998291}]"
1761134867453018279,"[{'label': 'LABEL_0', 'score': 0.9998929500579834}]"
1761134066080899412,"[{'label': 'LABEL_1', 'score': 0.9987484216690063}]"
1761117525121585460,"[{'label': 'LABEL_1', 'score': 0.9647901058197021}]"
1761106380683972633,"[{'label': 'LABEL_0', 'score': 0.9998705387115479}]"
1761098135344951729,"[{'label': 'LABEL_0', 'score': 0.9994658827781677}]"
1761029994493493433,"[{'label': 'LABEL_0', 'score': 0.999910831451416}]"
1761019659736719673,"[{'label': 'LABEL_0', 'score': 0.9998121857643127}]"
1761013270092112323,"[{'label': 'LABEL_0', 'score': 0.9998966455459595}]"
1761010935680962943,"[{'label': 'LABEL_0', 'score': 0.9998490810394287}]"
1760992977252401544,"[{'label': 'LABEL_0', 'score': 0.9998424053192139}]"
1760976382807707827,"[{'label': 'LABEL_1', 'score': 0.9995543360710144}]"
1760921592958259325,"[{'label': 'LABEL_1', 'score': 0.9996274709701538}]"
1760893426948526268,"[{'label': 'LABEL_1', 'score': 0.9850221276283264}]"
1760890902229266827,"[{'label': 'LABEL_0', 'score': 0.9990115165710449}]"
1760888399173464400,"[{'label': 'LABEL_0', 'score': 0.9904766082763672}]"
1760882096292167878,"[{'label': 'LABEL_1', 'score': 0.9961740374565125}]"
1760872004817756227,"[{'label': 'LABEL_0', 'score': 0.9994595646858215}]"
1760870188914737198,"[{'label': 'LABEL_1', 'score': 0.9997300505638123}]"
1760863873769378284,"[{'label': 'LABEL_0', 'score': 0.9998216032981873}]"
1760856653878948237,"[{'label': 'LABEL_0', 'score': 0.9998992681503296}]"
1760855346296291839,"[{'label': 'LABEL_0', 'score': 0.9998453855514526}]"
1760853420481626561,"[{'label': 'LABEL_1', 'score': 0.9997413754463196}]"
1760852030094995876,"[{'label': 'LABEL_0', 'score': 0.9998819828033447}]"
1760851539042648248,"[{'label': 'LABEL_1', 'score': 0.9015978574752808}]"
1760849677862256862,"[{'label': 'LABEL_0', 'score': 0.9997450709342957}]"
1760846656327565811,"[{'label': 'LABEL_0', 'score': 0.9998229146003723}]"
1760645425797665185,"[{'label': 'LABEL_0', 'score': 0.9996271133422852}]"
1760842575085269436,"[{'label': 'LABEL_0', 'score': 0.9999384880065918}]"
1760834338076196986,"[{'label': 'LABEL_0', 'score': 0.9999170303344727}]"
1760810112472523062,"[{'label': 'LABEL_1', 'score': 0.9985311031341553}]"
1760800850266427680,"[{'label': 'LABEL_1', 'score': 0.9993131160736084}]"
1760799351369007345,"[{'label': 'LABEL_0', 'score': 0.997815728187561}]"
1760795338221256955,"[{'label': 'LABEL_0', 'score': 0.9994081258773804}]"
1760781913806028947,"[{'label': 'LABEL_0', 'score': 0.9994908571243286}]"
1760776564751384668,"[{'label': 'LABEL_0', 'score': 0.9998456239700317}]"
1760770719477317705,"[{'label': 'LABEL_0', 'score': 0.9999407529830933}]"
1760756374588322224,"[{'label': 'LABEL_0', 'score': 0.9999136924743652}]"
1760725792810803370,"[{'label': 'LABEL_0', 'score': 0.9797824025154114}]"
1760725304035954747,"[{'label': 'LABEL_0', 'score': 0.99982088804245}]"
1760718150876758195,"[{'label': 'LABEL_0', 'score': 0.9999185800552368}]"
1760706469215830420,"[{'label': 'LABEL_0', 'score': 0.9999291896820068}]"
1760700976288133144,"[{'label': 'LABEL_0', 'score': 0.9998106360435486}]"
1760691407520489960,"[{'label': 'LABEL_0', 'score': 0.9990295171737671}]"
1760691132244095223,"[{'label': 'LABEL_0', 'score': 0.999749481678009}]"
1760689549192396962,"[{'label': 'LABEL_1', 'score': 0.9539892673492432}]"
1760685443346235605,"[{'label': 'LABEL_0', 'score': 0.9998637437820435}]"
1760661919122219335,"[{'label': 'LABEL_1', 'score': 0.9994828701019287}]"
1760655350598934540,"[{'label': 'LABEL_0', 'score': 0.9978809952735901}]"
1760646966508130513,"[{'label': 'LABEL_1', 'score': 0.9931560158729553}]"
1760635055632740786,"[{'label': 'LABEL_0', 'score': 0.9998451471328735}]"
1760634215241015331,"[{'label': 'LABEL_0', 'score': 0.9985759258270264}]"
1760609256158478337,"[{'label': 'LABEL_0', 'score': 0.9992640614509583}]"
1760530082664231094,"[{'label': 'LABEL_0', 'score': 0.999889612197876}]"
1760520770080432552,"[{'label': 'LABEL_0', 'score': 0.9998809099197388}]"
1760520635774562585,"[{'label': 'LABEL_0', 'score': 0.7918931245803833}]"
1760515604883325259,"[{'label': 'LABEL_1', 'score': 0.9991820454597473}]"
1760504674115838315,"[{'label': 'LABEL_1', 'score': 0.9991996884346008}]"
1760499206291099653,"[{'label': 'LABEL_1', 'score': 0.916520893573761}]"
1760483174314905899,"[{'label': 'LABEL_0', 'score': 0.9998351335525513}]"
1760481266648883634,"[{'label': 'LABEL_0', 'score': 0.996806263923645}]"
1760480829627629676,"[{'label': 'LABEL_0', 'score': 0.9998008608818054}]"
1760467989239824790,"[{'label': 'LABEL_0', 'score': 0.9873145818710327}]"
1760463313375309856,"[{'label': 'LABEL_0', 'score': 0.9988982677459717}]"
1760460163914359052,"[{'label': 'LABEL_1', 'score': 0.9985713958740234}]"
1760445016634204179,"[{'label': 'LABEL_0', 'score': 0.9998834133148193}]"
1760438797752291562,"[{'label': 'LABEL_1', 'score': 0.999480664730072}]"
1760423082257170941,"[{'label': 'LABEL_0', 'score': 0.9999369382858276}]"
1760401307666358513,"[{'label': 'LABEL_1', 'score': 0.9995517134666443}]"
1760399632788533451,"[{'label': 'LABEL_0', 'score': 0.9999243021011353}]"
1760397202361299054,"[{'label': 'LABEL_0', 'score': 0.9999434947967529}]"
1760390935337185648,"[{'label': 'LABEL_0', 'score': 0.9998112320899963}]"
1760389538969489575,"[{'label': 'LABEL_0', 'score': 0.9344838261604309}]"
1760385582688346538,"[{'label': 'LABEL_0', 'score': 0.5852407813072205}]"
1760365955161448772,"[{'label': 'LABEL_0', 'score': 0.9995146989822388}]"
1760364638267490619,"[{'label': 'LABEL_0', 'score': 0.9998733997344971}]"
1760344820059340835,"[{'label': 'LABEL_1', 'score': 0.9997435212135315}]"
1760329825405800783,"[{'label': 'LABEL_0', 'score': 0.9998903274536133}]"
1760329684749852726,"[{'label': 'LABEL_0', 'score': 0.9644731879234314}]"
1760285154646401456,"[{'label': 'LABEL_0', 'score': 0.9998155236244202}]"
1760274525260845373,"[{'label': 'LABEL_1', 'score': 0.9979850053787231}]"
1760270286618869996,"[{'label': 'LABEL_0', 'score': 0.9997419714927673}]"
1760269193373483173,"[{'label': 'LABEL_0', 'score': 0.9998544454574585}]"
1760267573579407445,"[{'label': 'LABEL_0', 'score': 0.9998910427093506}]"
1760201514054738170,"[{'label': 'LABEL_0', 'score': 0.9999343156814575}]"
1760184699605877016,"[{'label': 'LABEL_0', 'score': 0.9998658895492554}]"
1760145016897302998,"[{'label': 'LABEL_0', 'score': 0.9910271763801575}]"
