id_str,sustantivos_robertuito
1754357862082515029,"['hambre', 'frijol', 'tortilla', 'mierda', 'oxxo', 'sobrepeso', 'cara', 'lengua', 'emoji', 'emoji', 'cara', 'lengua']"
1754355133658406944,['mano']
1754345826141212705,"['plata', 'gordura', 'risa']"
1754344980817104920,"['mano', 'trola', 'obeso']"
1754344499734561196,"['pelo', 'vainilla', 'color', 'pelo', 'paja', 'hashtag', 'granhermano']"
1754342082871738649,"['PLACA', 'RIDICULA', 'FURIA', 'RODICULO', 'MIERDA', 'hashtag', 'furia', 'hermano']"
1754340997159346453,"['mierda', 'papudo', 'hijo', 'puta', 'próxima', 'lucas']"
1754340571269718350,['cumpleaños']
1754339054043246960,"['mamá', 'kilos', 'peso', ' ', 'emoji', 'revés', 'emoji', 'trastornos', 'culpa']"
1754338044818125288,"['planta', 'furia', 'segundos']"
1754333710390903158,"['mina', 'hamburguesa', 'puta', 'gordura', 'manzana', 'gritos', 'pelada']"
1754332618340843926,"['che', 'facu', 'fotos', 'coti', 'chancho', 'puerco', 'autista', 'marcos', 'villera', 'tora', 'moralista', 'esclavo', 'palabras', '\n\n', 'hashtag', 'hermano']"
1754331636299165929,"['aguante', 'manzana', 'placa', 'panza', 'hermano']"
1754310441348510056,"['imagen', 'ganador', 'realidad', 'pelota', 'salud', 'sobrepeso', 'mensaje', 'cagada', 'hecho']"
1754307548461617547,"['palabras', 'modelo', 'delicuencia', 'cosa', 'gobierno', 'chorros']"
1754305536479134095,"['furia', 'mayoría', 'gente', 'sobrepeso', 'papel', 'ñoño', 'favor']"
1754304827469840652,"['gordura', 'enfermedad', 'condición', 'vida']"
1754303068609315094,"['concja', 'puta', 'madre', 'jugadores', 'sobrepeso', 'pibes', 'años', 'paciencia', 'puta']"
1754298815153115562,"['\n\n', 'sedentaria', 'hashtag', 'pantalla', 'obesidad', 'dibujo', 'hijo', 'través', 'imaginación', 'estilo', 'vida', 'emoji', 'emoji', 'emoji', 'chispas', 'emoji', 'futurodigital', 'vida2050', 'dibujodemihijo']"
1754298381181005972,"['psiquiátrica', 'obesidad', 'enfermedad', 'hija', 'put', ' ', 'símbolo', 'silla', 'ruedas', ' ', 'símbolo', 'silla', 'ruedas', 'emoji', ' ', 'emoji', 'símbolo', 'silla', 'ruedas', 'emoji', 'hashtag', 'hermano']"
1754161225984864319,"['psiquiátrica', 'obesidad', 'enfermedad', 'hija', 'hermano']"
1754294340904505630,"['gente', 'negocio', 'aspecto', 'caso', 'gordura', 'posibilidad', 'recursos', 'negocio']"
1754293329917861954,"['persona', 'obesidad', 'miles', 'cosas', 'peso', 'kilos']"
1754292410291478752,"['contexto', 'obesidad', 'enfermedad', 'manera', 'television', 'televisión']"
1754291089412886969,"['fantasmas', 'hashtag', 'hermano']"
1754290064530591790,['hermano']
1754288380920188942,"['protegida', 'manera', 'personas', 'obesidad.triste']"
1754159042535039175,"['madrugada', 'producción', 'cámara', 'gordofobia', 'poros', 'forma', 'hermano']"
1754284359157244165,"['gente', 'sobrepeso']"
1754284206564217022,"['cuerpo', 'nutricionista', 'PERSONAS', 'PANZA', 'sobrepeso', 'objetivo', 'panza']"
1754283283699978744,"['planteamientos', 'cosas', 'obesidad', 'gente', 'obesidad']"
1754283193014861998,"['persona', 'obesidad', 'tratamiento', 'ansiedad', 'contrario', 'nutricionista', 'dieta', 'problema', 'salud']"
1754282762951893294,"['panza', 'MUJERES', 'obesidad', 'GENTE']"
1754279675071717487,"['conveniencia', 'día', 'enfermedad', 'comentarios']"
1754276826724155564,"['video', 'problemas', 'sobrepeso']"
1754271838585131046,"['extremo', 'problema']"
1754271226309079412,"['personas', 'vesícula', 'hígado', 'tiroides', 'sobrepeso', 'insulto', 'problema']"
1754264684721512797,"['idolo', 'gustavo', 'costas', 'jugador', 'club', 'descanso', 'tetas', 'hijo']"
1754262782202057086,"['gordura', 'obesidad', 'pelo', 'peso', 'salud', 'cuenta']"
1754262729936826712,"['plata', 'fierro']"
1754261451760398738,"['huevo', 'colesterol']"
1754250305384960244,[]
1754234654608011301,"['emoji', 'cara', 'frío', 'frase', 'obesidad', 'redes', 'discriminación']"
1754228713439347192,"['reflexiones', 'razon', 'cadena', 'derecho', 'pesar', 'gordura', 'problema', 'pasto']"
1754228607826751637,"['verano', '110351', 'especialista', 'nutrición', 'orientación', 'obesidad']"
1754226261843403249,"['persona', 'cuerpo', 'persona', 'sobrepeso']"
1754224890113126722,"['problemas', 'salud', 'cosa', 'kilos', 'sobrepeso']"
1754223103922561278,"['gordura', 'manga', 'trolos']"
1754220566305718687,"['obesidad', 'personaje', 'ganado', 'hermano']"
1754217466840965296,"['gordofobia', 'obesidad', 'Dios', 'falta', 'compresión', 'fanatismo', 'hermano', '9009']"
1754213694450352360,"['verdad', 'manzana', 'roja', 'obesidad', 'enfermedad', 'gimnasio', 'tipo', 'apología', 'obesidad']"
1754210663226843180,"['gordura', 'intención', 'verdades']"
1754210052485898268,"['mafia', 'chetos', 'fierro', 'hermano']"
1754207411634610345,"['razón', 'gordura', 'enfermedad', 'culpa', 'cargo']"
1754203255318429698,"['papel', 'papel', 'persona', 'oración', 'minutos', 'interpretación']"
1754197040295297516,[]
1754194066995024009,"['salario', 'trabajador', 'hijos', 'persona', 'hombros', 'emoji']"
1754192842522550656,[]
1754190049996861640,"['persona', 'obesidad', 'jueguito', 'pelea', 'orto', 'dibujito']"
1754187238852706643,['sobrepeso']
1754184681258365422,['obesidad']
1754184650119942505,"['casualidad', 'yanki', 'oreo']"
1754184260221538544,"['laburo', 'venezolano', 'fan', 'gordo', 'facturas', 'permiso']"
1754180026902159766,"['vez', 'zabo', 'exceso', 'gordura', 'pito', 'manicero', 'chica', 'conurbano', 'bonaerense', 'CÁRCEL', 'BALA', 'pajeros', 'derecho', 'red']"
1754177202940211265,"['amiga', 'razón', 'mundo', 'sobrepeso', 'negocio', 'imagen', 'emoji', 'persona', 'de', 'hombros', 'tono', 'piel', 'posta', 'señal', 'mano', 'piel']"
1754171644522746003,['obesidad']
1754157318915137962,"['leche', 'miocardía', 'razas', 'general', 'ragdoll', 'problema', 'salud', 'obesidad', 'bolas', 'pelo', 'gato']"
1754149361980694915,"['razón', 'caso', 'nota', 'sobrepeso', 'cuarentena', 'peso']"
1754118149006336124,"['hashtag', 'dia', 'cancer', 'alimentación', 'calidad', 'actividad', 'personas', 'obesidad', 'sedentarismo', 'factores', 'riesgo', 'medidas', 'decisiones']"
1754084909902074285,"['sobrepeso', 'cuerpo']"
1754005015843229798,['ayuda']
1753995866644316406,"['obeso', 'problema', 'cara', 'paki', 'emoji', 'emoji', 'emoji', 'desanimada', 'emoji']"
1753967945858814255,"['obesidad', 'personas', 'persona', 'peso', 'peso']"
1753914644228366761,"['anorexia', 'trastorno', 'obesidad']"
1753894577553965258,"['foto', 'gato', 'luz', 'ansiedad', 'vida']"
1753891419582828608,"['sobrepeso', 'fisura']"
1753882164423221565,"['tia', 'dolor', 'ciática', ' ', 'emoji', 'cara', 'emoji']"
1753875022513348767,"['edad', 'problemas', 'salud', 'sobrepeso', 'kg', 'rehen']"
1753874140623483000,"['cuerpo', 'grasa', 'vez', 'cerebro!Esta', 'clase', 'personas', 'odio', 'resentimiento', 'desprecio', 'seres', 'humanos', 'personas', 'derecho', 'compañera']"
1753860004367483148,['gordo']
1753849657791496668,[]
1753798490281373972,"['noche', 'gorda']"
1753773712199819633,['orto']
1753742673767174335,"['paso', 'fenotipo', 'alimaña', 'obesidad', 'gente']"
1753671731548508632,"['sobrepeso', 'equipaje', 'miami']"
1753655459087524036,[]
1753630565587165236,"['muñeca', 'sobrepeso']"
1753617672095277110,"['kilos', ' ', 'emoji', 'emoji', ' ', 'emoji', 'emoji', ' ', 'emoji', 'emoji', ' ', 'amiga', 'deporte']"
1753615792745197691,"['gordura', 'gorda']"
1753607237526823378,"['envidia', 'betty', 'sobrepeso', 'envidia', 'autoestima', 'altura', 'dios']"
1753587786509132265,"['médico', 'obesidad', 'plan', 'alimentario', 'medicación', 'obesidad', 'actividad']"
1753585496163303605,"['llantas', 'remera', 'cuerpo', 'jean', 'medio', 'orto']"
1753575809753686476,"['nombre', 'favor', 'cosa', 'referencia', 'perro']"
1753566593076895847,"['fútbol', 'obeso', 'kily', 'verga']"
1753553491849539726,"['día', 'madrid', 'sinónimo', 'retraso', 'problemas', 'obesidad']"
1753545330056917150,['hermana']
1753538085235679323,"['panzón', 'sobrepeso']"
1753523769987956950,"['bico', 'canasto', 'pelotudeces', 'diputados']"
1753511499207761971,"['gas', 'peronista', 'cara', 'culpa', 'policia', 'gendarmes', 'cara', 'gas', 'gordura']"
1753502615143338121,"['duda', 'gustos', 'cara']"
1753502560613175651,[]
1753501338577613027,"['OVNIO', 'HAMBRE', 'CUENTA', 'FRUTILLAS', 'LIMONES', 'MORRONES', 'CAMPO', 'PAIS']"
1753492046612930667,"['alumna', 'días', 'pasado', 'diputada', 'piquetera', 'emoji', 'emoji', 'emoji', 'emoji', ' ', 'emoji', 'emoji']"
1753484248756228431,"['app', 'hegemónicos', 'país', 'mundo', 'supremacía', 'obesidad', 'tapa', 'revistas', 'boludeces']"
1753478570045767955,"['lógica', 'mamita', 'compresión', 'lógica', 'comentario', 'sobrepeso', 'metida']"
1753466478785958247,"['drama', 'gordura']"
1753455677979164768,"['mayoria', 'diputados', 'hambre', 'denominador']"
1753451996063949265,"['tarde', 'doc', 'contacto', 'amigo', 'terapeuta', 'obesidad', 'tratamiento', 'terapia']"
1753445268295455125,['tierras']
1753431618029494659,"['comedores', ""ONG's"", 'filántropos', 'vecinos', 'punteros', 'comida']"
1753421566723928336,"['momento', 'celular', 'marca', 'hija', 'estado', '90%', 'sobrepeso']"
1753415370285724111,"['campera', 'cuero', 'día', 'calle', 'complejos', 'gordura', 'dormir', 'auto', 'choferes', 'seguridad', 'tipo']"
1753378752149537040,"['obesidad', 'felicidad', 'cuenta']"
1753273412267471049,"['abuela', 'gordura', 'hinchazón', 'ánimo', 'vida']"
1753261758293197158,['autista']
1753249820645466378,[]
1753248252684583025,['gordo']
1753238719513903493,"['hecho', 'inseguridad', 'video', 'policías', 'gordura', 'agilidad', 'persona', 'razón', 'joda']"
1753237444504232178,"['virgen', 'obesidad']"
1753236333982580997,"['pena', 'club', 'minuto']"
1753234470834970825,['tapes']
1753220074511450184,[]
1753215774498369547,"['amiga', 'obesas']"
1753210752041693424,"['GENDARMERÍA', 'ARTERIAS', 'OBESIDAD']"
1753201432000446542,"['cañon', 'guerra']"
1753196911048188177,"['emoji', 'profesional', 'hombre', 'piel', 'emoji', 'médico', 'emoji', 'información', 'emoji', ' ', 'personas', 'riesgo', 'años', 'problemas', 'obesidad', 'diabetes', 'trasplantes', 'enfermedades']"
1753196405055774893,"['obesidad', 'médico', 'medicamento', 'ascensor']"
1753187317345333317,"['mierda', 'obeso']"
1753182981303214398,['domingos']
1753182943139205297,['foca']
1753171521600647319,"['problemas', 'personas', 'extremo', 'gente', 'sobrepeso', 'problemas']"
1753170157562667514,"['amigo', 'comida', 'adicto', 'falopa', 'inodoro']"
1753163813870825616,"['sobrepeso', 'años', 'pizza', 'días', 'meses', 'dieta']"
1753140178686718251,"['massa', 'hambre', 'obesas']"
1753128178908803197,"['chabon', 'peso', 'dios', 'hijos', 'dia']"
1753126225676042662,"['tetas', 'hueso', 'físico', 'culpa', 'pausas', 'cosas', 'piel']"
1753125510237069454,"['sobrepeso', 'arreglo', 'persona', 'ganas']"
1753118656802718192,"['bronca', 'atención', 'verdad', 'kilos', 'gordura']"
1753108750679060873,"['policia', 'actividad', 'grado', 'obesidad']"
1753103534281891868,"['obesidad', 'mamadas']"
1753103357613596942,"['celu', 'piso', 'sobrepeso', 'carne']"
1753099915151208624,"['gordura', 'problema', 'apellido', 'merito', 'reina']"
1753099133215535201,"['versión', 'sobrepeso', 'pelo']"
1753097517514764371,"['churrete', 'gordura', 'ascensores', 'palcos', 'vez']"
1752901561091600672,[]
1753095728715501915,"['novia', 'novio']"
1753090122097045817,"['sobrepeso', 'infancia', 'problema', 'salud', 'gordura', 'enfermedad']"
1753086256970441007,"['gente', 'hambre', 'mamarrachos', 'hambre', 'bolsillos']"
1753081010106093921,"[' ', 'risa', ' ', 'risa', 'risa']"
1753075164357754967,"['orkos', 'sobrepeso.tienen', 'hambre']"
1753073767105069299,"['tw', 'furia', 'viejos', 'autista', 'dedo', 'muerte', 'domingo', 'sidra']"
1753068945572340092,"['obesa', 'ascensor', 'risa', 'emoji', 'cara', 'risa', 'emoji']"
1753067072450650561,"['enfermedades', 'obesidad', 'diabetes', 'epoc', 'personal', 'salud', 'personal', 'refuerzo', 'meses', 'dosis', 'periodicidad']"
1753064770071306713,"['cuenta', 'mediocridad', 'participación', 'salario', 'favor', 'ciudadanos', 'obesidad', 'problema']"
1753052102899748912,"['sobrepeso', 'discapacidad', 'escaleras', 'hombre', 'señora', 'traje', 'bigote']"
1753032439226577346,"['pensamientos', 'acciones', 'pacientes', 'tipo', 'medicamentos', 'diabetes', 'tipo', 'obesidad', 'agonistas', 'receptor', 'péptido-1', 'glucagón', 'hashtag', 'seg', 'pac', 'vía']"
1755971267746758761,"['gordura', 'flor', 'panza']"
1755968038485058007,['hombres']
1755907187249906096,"['imagen', 'casos', 'obesidad', 'tema']"
1755902313527398451,"['extremos', 'problema', 'delgadez', 'obesidad', 'problemas', 'riesgos', 'salud', 'niveles', 'espectro']"
1755887263622299675,[]
1755875597228650625,"['gente', 'tetas', 'pelos', 'sobaco', 'orto']"
1755872608522760198,"['\xa0', 'mati', ' ', 'manos', 'corazón', 'piel', 'emoji', 'mati', ' ', 'manos', 'corazón', 'tono', 'piel', 'clemensita', 'enemigos']"
1755867222742851945,"['olla', 'chatarra', 'montón', 'años', 'forma', 'meses', 'gym']"
1755859517613514977,['tetas']
1755843008635810091,['gordita']
1755838599713444294,['mierda']
1755826751286997068,"['comedor', 'mind']"
1755802676179140911,"['persona', 'cirrosis', 'obesidad', 'morbida', 'tabaquismo', 'meses', 'meses', 'años', 'daño', 'ministro', 'economía', 'tik', 'tok']"
1755789156171571346,"['kg', '1,60', 'perdon']"
1755785514240622697,"['forma', 'pavada', 'obsesión', 'riesgo', 'enfermedades', 'grasa', 'EXCESO', 'pancita']"
1755776311891517715,"['rollitos', 'enfermedad', 'cuerpo', 'salud', 'razones']"
1755771984363847951,"['cola', 'valen']"
1755766785490432152,"['tipos', 'SELECCIONADO', 'bandera', 'emoji', 'sobrepeso', 'años', 'pies']"
1755752080629702696,"['debilidad', 'animales', 'amo', 'perros', 'gatitos', 'raza', 'amiga', 'mimos', 'lengua', 'ojo', 'mimos', 'risa']"
1755740149424718118,"['pachonidad', 'pachonidad', 'amor', 'pachonidad', 'vida', 'obesidad', 'obesidad', 'salud', 'médico', 'exceso']"
1755735072198598767,"['kg', 'sobrepeso', 'consecuencias', 'salud', 'peso', 'amor', 'emoji', 'chispas']"
1755723894940409994,"['niveles', 'obesidad', 'puberes', 'adolescentes', 'adultos', 'disciplina', 'alimentación', 'morfología', 'mina', 'paso', 'tiempo', 'tana']"
1755717428640678376,"['sobrepeso', 'vez', 'galletitas', 'laburo']"
1755716783443443974,"['miedo', 'piña', 'mendoza', 'marcha', 'gas', 'pimienta', 'calor', 'grasa', 'mierda', 'fantasmin', 'meme']"
1755701674574753909,"['hincha', 'equipo', 'genio', 'boludo', 'sentimiento', 'razón', 'corazón', 'obesidad', 'enfermedad', 'fobia', 'problema', 'rectification', 'boludo']"
1755674275787251719,['veces']
1755668139008770075,"['peso', 'gordura', 'sobrepeso', 'barrios', 'alimentos', 'calidad', 'excesos', 'harinas', 'grasas', 'dieta', 'precios', 'odio']"
1755658044225069382,"['vida', 'habitos', 'obesidad', 'peso', 'meses', 'trainer', 'problemas', 'meses']"
1755654794344104240,"['derrota', 'país', 'panchos', 'torta', 'fritas', 'día', 'mierda']"
1755654312477274281,"['señoras', 'kg', 'sobrepeso', 'gaseosa']"
1755636633871815003,"['cantidad', 'mujeres', 'hilo', 'cosas', 'horror', 'cuerpo', 'ser', 'humano', 'foto', 'obesidad', 'panza']"
1755633913278439923,"['montón', 'ropa']"
1755627283883159867,"['ingredientes', 'brownie', 'receta', 'brownie', 'brownies', 'manera', 'años', 'calorías', 'éxito', 'obesidad', 'emoji', 'mueca']"
1755626335232241908,"['café', 'café', 'agua', 'azúcar', 'grasa', 'cafeteros', 'café', 'leche', 'euros', 'cafetería', 'italiana', 'chota', 'clientela']"
1755593545430216804,"['gente', 'grado', 'obesidad', 'mountain']"
1755567404527067423,"['individuos', 'fila', 'hambre', 'cara', 'cara', 'risa', 'emoji', 'chiste', 'TV']"
1755566063452823816,"['mujeres', 'enfermedad', 'mujeres', 'hombres']"
1755564523719721313,"['ku', 'talento', 'talento']"
1755450647023915414,"['sobrepeso', 'ciudad']"
1755438367905366346,"['doctor', 'sinceridad', 'cap', 'certificado', 'defunción']"
1755431285529452852,"['fatshionista', 'cosas', 'nivel', 'obesidad', 'factura']"
1755425723202908386,"['orto', 'gorda']"
1755405936544325669,"['gordura', 'hinchazon', 'sopa']"
1755394514368319695,[]
1755393339308822959,"['cabeza', 'mierda', 'luquitas']"
1755353960615952702,"['outfitt', 'gorras']"
1755345284576448556,"['caso', 'xD']"
1755332194149474553,"['señora', 'dieta']"
1755325274269405223,"['efectivo', 'horas', 'apellido', 'Dios', 'chincheta']"
1755322666448220281,"['bautista', 'principio', 'monosílabo', 'hermano']"
1755315156022599965,"['cargos', 'fama', 'ropa', 'obesas']"
1755279223957147782,"['gordura', 'razón', 'cara', 'gestos']"
1755270085994836407,"['hambre', 'ganas', 'foto', 'escaleras']"
1755269642518433972,"['onda', 'comedores', 'comida', 'chicos', 'hambre', 'ves', 'celulares', 'cara', 'zapatillas', 'marca', 'ollas', 'km', 'fortuna', 'hambre', 'calavera', 'emoji']"
1755263404237890004,"[' ', 'risa', 'emoji', 'risa', 'emoji', 'risa', 'emoji']"
1755263274566705310,[]
1755258447799415067,"['vestido', 'prenda']"
1755254372215243161,['de']
1755253147411619916,"['cambio', 'obesidad', 'campeonato', 'culturismo']"
1755248186472427596,"['gordura', 'hinchazón', 'escuela', 'diplomacia', 'carrera']"
1755234880034574542,"['cara', 'vida', 'enano', 'sobrepeso']"
1755233672192573773,"['variedad', 'gordura', 'sangre']"
1755218917214048425,"['papada', 'señora']"
1755208419227611410,"['gato', 'sobrepeso', 'semana', 'ola', 'calor']"
1755198966742876170,"['emoji', 'risa', 'emoji', ' ', 'emoji', 'cara', 'risa', 'emoji', ' ', 'emoji', 'risa', 'emoji', 'hacer', 'periodismo', 'rato', 'cola', 'hambre']"
1755190667930685651,"['día', 'dolor', 'sobrepeso', 'placer', 'meses', 'ritmo', 'emoji', 'paleta', 'pintor', 'emoji', ' ', 'emoji', 'bandera', 'cuadros', 'emoji', 'emoji', 'cámara', 'flash']"
1755171944469606613,['obesidad']
1755112652357923175,['puto']
1755073540099871011,"['malnutrición', 'exceso', 'déficit', 'pobreza', 'desnutrición', 'obesidad', 'alimentos', 'calidad', 'densidad']"
1755072970379214934,"['nenaaa', 'problema', 'sobrepeso', 'peso']"
1755063545102746089,"['verdad', 'cambios', 'hábitos', 'lucha', 'obesidad', 'alcoholismo', 'chicos']"
1755060843996225781,"['sobrepeso', 'sinónimo', 'alimentación']"
1755052839137640857,[]
1755038705947996327,"['kero', 'gato', 'paja', 'mundo']"
1755023012779225345,"['flecha', 'derecha', ' ', '\n', 'emoji', 'flecha', 'derecha', 'emoji', ' ', 'flecha', 'derecha', '  ', 'bomba', 'resultado', ' ', 'punto', 'fey', 'plazo', 'patologías', 'tta', ' ']"
1755016341734498433,"['sectores', 'trabajadores', 'implante']"
1755011908426510692,"['VALANZAS', 'PESO', 'RUTAS', 'SOBREPESO']"
1755000456118403187,"['vagos', 'delincuentes', 'invasores', 'extranjeros']"
1754993419074646425,"['acuerdo', 'tapia', 'barrios', 'sobrepeso', 'nivel', 'dupla', 'mediocampo', 'minutos', 'cosas', 'ídolo', 'dt']"
1754991968982094276,"['barrios', 'sobrepeso', 'Dios', 'tipo', 'año', 'amistosos', 'paso', 'cosa', 'amistoso']"
1754988741045690486,['obesas']
1754968807364284842,"['diputado', 'sobrepeso', 'hambre', 'derecha']"
1754853615548670021,"['colas', 'hambre', 'gerentes', 'pobreza', 'sobrepeso']"
1754948827629355373,"['obesidad', 'norma']"
1754942078377742420,"['fauna', 'k', 'kirchnerismo']"
1754933579761516992,"['veganismo', 'vegetarianismo', 'fin', 'enfermedad', 'negocio', 'anti-dieta', 'sobrepeso', 'consecuencia', 'exceso', 'carbohidratos', 'exceso', 'grasa']"
1754933577421050136,"['tiempo', 'sobrepeso', 'causante', 'enfermedades', 'enfermedades', 'negocio', 'mundo', 'sistema', 'gordura', 'forma', 'empoderamiento']"
1754920342844256634,['SWAT']
1754920173130166765,"['carga', 'desnutrición', 'obesidad']"
1754918780029776327,"['PERSONA', 'OBESIDAD', 'SIMBOLO', 'HAMBRE', 'CABEZA', 'VEZ']"
1754918325828689970,"['obesidad', 'dieta', 'base', 'harinas', 'fideos', 'alimentos']"
1754914383963054441,"['médico', 'personas', 'factores', 'alimentación', 'problemas', 'cura']"
1754913360989094331,"['país', 'personas', 'sobrepeso']"
1754894633845363099,"['personas', 'sobrepeso', 'carbohidratos', 'niños', 'jóvenes', 'base', 'papas', 'galletitas', 'celulares']"
1754893931286766034,"['años', 'familia', 'madre', 'familia', 'obesidad', 'papas', 'huevos', 'meses', 'trabajos', 'casa']"
1754698992443629982,"['gordura', 'gente', 'acceso', 'comida', 'harinas', 'comida', '70%', 'termos', 'stanley', 'pais', 'economia', 'nutricion']"
1754892825705984512,"['gordura', 'sinónimo', 'abundancia', 'fideos', 'arroz', 'polenta']"
1754892782194332051,"['pobreza', 'condición', 'cabeza', 'cerdo', 'obesidad', 'sinónimo', 'abundancia']"
1754891534044889254,"['dieta', 'necesidades', 'nutrición', 'hambre', 'vez', 'obesidad']"
1754891487555289257,"['peso', 'eli', 'mounjaro', 'oferta', 'medicamentos', 'mundo', 'obesidad', '\n', 'demanda', '\n', 'finanzas', 'hashtag', 'cedears']"
1754860864656527624,['resentimiento']
1754857898780274785,"['gente', 'hambre', 'cosas', 'nutrientes', 'ejemplo', 'pan', 'harinas', 'cosas', 'grasa', 'nivel', 'odio', 'hermano']"
1754854177119883286,"['sobrepeso', 'cola', 'hambre']"
1754852716197679356,"['sobrepeso', 'lomo', 'sushi', 'pato', 'naranja', 'alimentación', 'harinas', 'hambre']"
1754833352199119339,"['personas', 'sobrepeso', 'asiento', 'colectivo', 'gt;:&lt']"
1754829203210375384,"['comida', 'base', 'harinas', 'harinas', 'carbohidratos', 'carbohidratos', 'sobrepeso', 'palabra', 'correlatividad', 'razonamiento', 'conglomerado']"
1754820127642488855,"['titulo', 'peli', 'gancho']"
1754764159411974181,"['gordura', 'punto', 'punto']"
1754729076525260812,"['ojos', 'hospital', 'señora', 'médico', 'gordura']"
1754715656304345476,[]
1754711176846442865,"['día', 'onda', 'hambre', 'IMC', 'obesidad']"
1754710418356883635,"['respeto', 'alumnos', 'pelona', 'personaje', 'obesidad', 'enfermedad']"
1754710296407486813,"['sobrepeso', 'grado', 'risa']"
1754707000850612694,"['alimentación', 'consecuencia', 'sobrepeso']"
1754703044418142401,"['concepto', 'nutrición', 'dieta', 'alimentos', 'familia', 'arroz', 'papa', 'fideos', 'pan', 'azúcar', 'desnutrición', 'libro', 'google']"
1754700918941945940,"['sobrepeso', 'señal', 'alimentación', 'termos', 'estanlei', 'crack']"
1754700565999710235,"['fideos', 'arroz', 'polenta', 'base', 'alimentación', 'dieta', 'veces', 'ignorancia', 'personas']"
1754699426612846744,"['libro', 'actitud', 'personas', 'obesidad', 'nombre']"
1754699423211229462,[]
1754696096683540624,"['obesidad', 'enfermedad', 'alimentación', 'nutricionista', 'grado']"
1754695487565770777,"['gordura', 'plata', 'pelotudo']"
1754693956942659886,"['tomasito', 'suller', 'obesidad']"
1754690638593851748,"['sobrepeso', 'obesidad', 'hambre', 'nutrición', 'opas']"
1754690386163871767,"['pelotudo', 'obesidad', 'gente', 'hidratos', 'carbonos', 'proteínas', 'fibra']"
1754687425081717239,['vuelta']
1754685326855934286,"['sobrepeso', 'obesidad', 'alimentación', 'contenido', 'carbohidratos', 'vida', 'Alimentación', 'harinas', 'fideos', 'arroz', 'diabetes']"
1754684962362552710,"['pony', 'mariquita', ' ', 'mariquita', 'emoji', 'bicho', 'palo', 'oruga']"
1754680029324186021,"['nivel', 'ignorancia', 'obesidad']"
1754679151489937705,"['hambre', 'parte', 'celulares', 'termos', 'razón']"
1754674926529720502,"['chica', 'brunch']"
1754674270540636345,"['obesidad', 'factores', 'movimiento', 'persona', 'desgracia']"
1754669124527992850,"['OMS', 'número', 'casos', 'cáncer', 'mundo', '2050', 'OMS-', 'incremento', 'factores', 'sobrepeso', 'consumo', 'tabaco', '\n ', 'jeringuilla', 'emoji', ' ', 'emoji', 'jeringuilla', 'emoji', ' ', 'jeringuilla', 'conspiranoicos']"
1754667686234079301,"['hambre', 'carbos', 'hambre', 'hambre']"
1754662473733390765,"['GAY', 'OBESO', 'TELE']"
1754661016972013780,"['obesos', 'filas']"
1754657889547891079,"['dinosaurio', 'enfoque', 'desnutrición', 'problema', 'niños', 'talla', 'tendencia', 'obesidad', 'inseguridad', '70-80s']"
1754655770472325213,"['analfabetos', 'gente', 'situacion', 'harinas', 'razon', 'sobrepeso']"
1754653103255687195,['personas']
1754651812445999168,['obesidad']
1754649980285952376,"['nene', 'tdah', 'cud', 'sobrepeso']"
1754637550013096411,"['tetas', 'furia', 'seguidores', 'personas', 'obesidad', 'cara', 'gay', 'gente']"
1754633266827510200,"['GORDURA', 'HINCHAZÓN', 'formas', 'HOMBRE']"
1754632834055016746,"['adjetivo', 'fila']"
1754631523427344525,"['amigo', 'obesidad']"
1754631435770569160,"['belu', 'gordofobia', 'aviso', 'obesidad']"
1754630026819997978,"['sindicalista', 'sobrepeso']"
1754629769176465835,"['kilos', 'ignorancia', '2024', 'gordura', 'sinónimo', 'salud', 'comer']"
1754624556810031588,[]
1754622568777101706,"['piernas', 'metas', 'mujeres']"
1754621322825548076,"['emoji', 'risa']"
1754620616294986083,"['sobrepeso', 'indicador', 'persona', 'galletitas', 'grasa', 'harinas']"
1754620535319691489,"['imbéciles', 'país', 'obesidad', 'alimentación', 'hijo', 'puta', 'cosa', 'hijos']"
1754620080686563764,"['hambre', 'obesidad', 'pelotudo', 'burrada']"
1754615535742902409,"['hermano', 'tiempo', 'mensaje', 'mensaje', 'gordura', 'vida']"
1754615255517352202,"['época', 'obesidad', 'salud', 'peso', 'cuarenton', 'peso', 'influencer']"
1754609675033628845,"['explicación', 'relación', 'desnutrición', 'obesidad']"
1754605812637393152,"['fin', 'comentario', 'liberpiji', 'alimentación', 'obesidad', 'liberpiji', 'vergaa']"
1754605684958642199,"['venezolano', 'sobrepeso', 'pibe', 'pubertad']"
1754602968345645412,"['che', 'sobrepeso', 'producto', 'parte', 'alimentación', 'pobreza']"
1754598382616686802,"['trabajadores', 'parásitos', 'rollos', 'gordura', 'celulares', 'generación']"
1754596017008218308,"['alimentación', 'bases', 'harinas', 'termos', 'peronista']"
1754594655956574481,"['hambre', 'sobrepeso']"
1754591312236400820,"['aliados', 'obesidad', 'sedentarismo', 'alimentación', 'alimentación', 'pobreza', 'mano', 'índice']"
1754590175471005792,"['rutina', 'obesidad', 'problema', 'salud', 'trans']"
1754586836012290385,"['gente', 'sobrepeso', 'kg', 'cola', 'trabajo']"
1754584908872217085,['sobrepeso']
1754567318892376225,"['obesidad', 'zaracho']"
